course,lo,level,justification,complexity,cognitive_category,department
Information Retrieval and Extraction,CO-3: Design Web crawling systems,Create,"The verb 'Design' indicates the creation of a new system, aligning with the 'Create' level.",6,Higher-Order Thinking,Other
Information Retrieval and Extraction,CO-4: Design algorithms to process noisy data in document repositories,Apply,"The verb 'Design' implies using existing knowledge to create algorithms for a specific problem, which is applying concepts.",3,Higher-Order Thinking,Other
Information Retrieval and Extraction,CO-5: Develop information extraction system's,Apply,"The verb 'Develop' suggests using knowledge to build a system, which is applying concepts to a practical task.",3,Higher-Order Thinking,Other
Information Theory,"CO-1: Explain the definition and properties of various basic concepts in information theory such as entropy, relative entropy, and mutual information for discrete and continuous random variables",Understand,"The verb 'Explain' indicates a need to demonstrate comprehension of concepts, moving beyond simple recall.",2,Lower-Order Thinking,Other
Information Theory,CO-2: Interpret and apply the concept of asymptotic equipartition property and random binning proof technique,Apply,"The verbs 'Interpret' and 'Apply' suggest using knowledge in a practical way, indicating application of concepts.",3,Higher-Order Thinking,Other
Information Theory,"CO-3: Discuss the basics of data compression and source codes such as Huffman codes, Lempel-Ziv",Understand,"The verb 'Discuss' implies explaining and elaborating on concepts, indicating understanding rather than simple recall or application.",2,Lower-Order Thinking,Other
Information Theory,CO-4: Employ random coding ideas to prove the Shannon's source coding and channel coding theorems for some simple sources and channels,Apply,"The verb 'Employ' suggests using a technique (random coding) to achieve a specific outcome (proving theorems), indicating application.",3,Higher-Order Thinking,Other
Information Theory,CO-5: Analyze the capacity of a communication channel through various illustrative examples,Analyze,The verb 'Analyze' directly indicates breaking down a complex topic (channel capacity) into its components and examining relationships.,4,Higher-Order Thinking,Other
Information Theory,"CO-6: Apply Information Theory for Converse Proofs in various settings: Umbrella Converse for Data Exchange, Coded Caching, Private Information Retrieval",Apply,The verb 'Apply' indicates using Information Theory to solve problems in specific contexts (converse proofs).,3,Higher-Order Thinking,Other
Intro to Cognitive Science,CO-1: demonstrate familiarity with seminal research findings in cognitive science,Understand,"The verb 'demonstrate familiarity' suggests an ability to explain or recall key concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Intro to Cognitive Science,"CO-2: read, interpret, critique, and evaluate research in cognitive science",Evaluate,"The verbs 'critique' and 'evaluate' directly indicate making judgments and assessing the value of information, which is the core of the 'Evaluate' level.",5,Higher-Order Thinking,Other
Intro to Cognitive Science,"CO-3: critically think about the relationship between diverse fields such as Al, philosophy, neuroscience, and cognitive science",Analyze,"The phrase 'critically think about the relationship' implies breaking down complex concepts and identifying connections between different fields, fitting the 'Analyze' level.",4,Higher-Order Thinking,Other
Intro to Cognitive Science,"CO-4: identify flaws in how scientific results are communicated and critique scientific work in terms of confounds, experimental design, etc",Evaluate,"The verbs 'identify flaws' and 'critique' require making judgments about the quality and validity of scientific work, aligning with the 'Evaluate' level.",5,Higher-Order Thinking,Other
Intro to Cognitive Science,CO-5: appreciate the nature of scientific debate in cognitive science and be able to generate well-informed perspectives on these debates,Create,"The phrase 'generate well-informed perspectives' suggests producing new ideas and viewpoints, which is characteristic of the 'Create' level.",6,Higher-Order Thinking,Other
Introduction to Psychology,"CO-1: apply psychology knowledge base – describe and discuss major concepts, theories, models and overarching themes in psychology; describe applications of psychology; analyse and compare the major goals of psychological science and will be able to utilize different research methods used by psychological research; evaluate the challenges and merits of psychological observations and analyses, assess the brain and behaviour research complexity; explain the major historical landmarks in psychological science and their links to contemporary research",Apply,"The LO begins with 'apply' and includes verbs like 'describe', 'discuss', 'analyse', 'evaluate', and 'explain', suggesting the use of knowledge in various contexts, but 'apply' is the dominant initial action.",3,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Psychology,"CO-2: apply scientific inquiry and critical thinking – apply major perspectives of Psychology and levels of analyses to explain psychological phenomenon; analyse and evaluate the difference between the personal anecdotal incidences and scientific inquiry to our everyday psychological experiences; compare common fallacies like confirmation bias, causation to correlation etc; design, conduct, analyse, evaluate and interpret basic psychological research; analyse, interpret, and evaluate the individual experience and socio-cultural perspectives to explain psychological phenomenon",Apply,"The LO starts with 'apply' and focuses on using scientific inquiry and critical thinking skills, indicating practical application of concepts.",3,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Psychology,CO-3: Evaluate and Analyze research ethics of human/ behavioral sciences – analyse and compare the benefits and risk of given psychological research; apply key principles of APA Ethics guidelines for participants’ right protection,Evaluate,"The LO begins with 'Evaluate and Analyze' and includes verbs like 'analyse', 'compare', and 'apply' in the context of ethical principles, emphasizing judgment and critical assessment.",5,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Psychology,CO-4: demonstrate effective communication skills,Apply,The verb 'demonstrate' implies applying communication skills in a practical setting.,3,Higher-Order Thinking,Humanities & Social Sciences
